Customer_ID,Visit_Date,Park_Location,Customer_Type,Group_Size,Ticket_Type,Booking_Channel,Campaign_Source,Discount_Percent,Season,Is_Weekend,Ticket_Revenue_INR,FnB_Spend_INR,Merchandise_Spend_INR,Total_Revenue_INR,Repeat_Visitor,Satisfaction_Score,At_Risk_Customer
WON100113,2026-01-15,Bangalore,Family,6,Regular,Corporate Tie-up,None (Organic),15,Winter,No,6120.0,1503.55,97.75,7721.3,No,3.0,No
WON100270,2026-01-15,Kochi,Couple,2,Regular,Mobile App,Email Campaign,0,Winter,No,2400.0,515.95,313.61,3229.56,No,4.0,No
WON100035,2026-01-15,Hyderabad,Family,6,Combo (Park+Resort),Website,None (Organic),0,Winter,No,22800.0,2104.2,1157.67,26061.87,Yes,3.6,No
WON100271,2026-01-16,Hyderabad,Friends Group,4,Combo (Park+Resort),Walk-in,None (Organic),0,Winter,No,15200.0,1971.56,170.52,17342.08,No,3.6,No
WON102748,2026-01-16,Bangalore,Couple,2,Regular,Mobile App,None (Organic),0,Winter,No,2400.0,677.9,564.17,3642.07,No,2.8,Yes
WON102888,2026-01-16,Bangalore,Couple,2,Combo (Park+Resort),Travel Agent/OTA,Social Media Ad,0,Winter,No,7600.0,740.75,292.61,8633.36,No,4.4,No
WON100517,2026-01-16,Kochi,Couple,2,Fast Track,Walk-in,None (Organic),0,Winter,No,4400.0,551.03,82.23,5033.26,No,3.5,No
WON100707,2026-01-16,Kochi,Solo,1,Season Pass,Walk-in,Referral,15,Winter,No,3825.0,220.68,0.0,4045.68,Yes,4.7,No
WON101834,2026-01-17,Kochi,Couple,2,Fast Track,Walk-in,None (Organic),0,Winter,Yes,4840.0,697.06,255.12,5792.18,No,3.7,No
WON100503,2026-01-18,Bangalore,Friends Group,9,Regular,Travel Agent/OTA,Offline/Hoarding,20,Winter,Yes,9504.0,3528.95,1428.52,14461.47,No,2.5,Yes
WON100530,2026-01-18,Hyderabad,Family,4,Regular,Travel Agent/OTA,Email Campaign,10,Winter,Yes,4752.0,1822.1,1130.02,7704.12,No,4.4,No
WON101728,2026-01-18,Kochi,Friends Group,6,Combo (Park+Resort),Mobile App,None (Organic),0,Winter,Yes,25080.0,1883.29,368.85,27332.14,No,3.1,No
WON101510,2026-01-18,Hyderabad,Family,3,Regular,Travel Agent/OTA,None (Organic),0,Winter,Yes,3960.0,1944.91,284.93,6189.84,No,2.8,Yes
WON100444,2026-01-18,Bangalore,Friends Group,8,Fast Track,Mobile App,Search/SEM,0,Winter,Yes,19360.0,3323.62,528.83,23212.45,No,2.9,Yes
WON100378,2026-01-19,Kochi,Couple,2,Regular,Website,Search/SEM,15,Winter,No,2040.0,721.18,494.78,3255.96,No,2.9,Yes
WON101088,2026-01-19,Hyderabad,School/College Group,76,Fast Track,Website,Referral,15,Winter,No,142120.0,13564.54,21175.52,176860.06,Yes,4.1,No
WON100073,2026-01-19,Bangalore,Family,4,Regular,Mobile App,None (Organic),0,Winter,No,4800.0,502.49,478.39,5780.88,Yes,3.0,No
WON101309,2026-01-19,Kochi,Family,6,Regular,Mobile App,Search/SEM,0,Winter,No,7200.0,3012.89,1927.86,12140.75,No,3.9,No
WON100731,2026-01-19,Bangalore,Family,5,Fast Track,Mobile App,Email Campaign,15,Winter,No,9350.0,2451.15,0.0,11801.15,Yes,2.7,No
WON102983,2026-01-20,Bangalore,Family,4,Regular,Travel Agent/OTA,None (Organic),0,Winter,No,4800.0,1643.61,1820.09,8263.7,No,3.3,No
WON101851,2026-01-20,Bangalore,Solo,1,Regular,Website,Offline/Hoarding,10,Winter,No,1080.0,268.08,0.0,1348.08,No,3.5,No
WON101591,2026-01-20,Kochi,School/College Group,59,Regular,Corporate Tie-up,None (Organic),15,Winter,No,60180.0,14215.74,3421.08,77816.82,No,3.6,No
WON100186,2026-01-20,Bangalore,Family,5,Fast Track,Walk-in,Social Media Ad,10,Winter,No,9900.0,2278.3,1147.75,13326.05,No,3.3,No
WON100737,2026-01-20,Bangalore,Friends Group,7,Fast Track,Walk-in,None (Organic),0,Winter,No,15400.0,1759.93,1729.34,18889.27,No,2.8,Yes
WON101313,2026-01-20,Bangalore,Family,5,Regular,Corporate Tie-up,Search/SEM,15,Winter,No,5100.0,1532.57,1613.61,8246.18,No,2.9,Yes
WON102922,2026-01-20,Kochi,School/College Group,37,Regular,Mobile App,Social Media Ad,20,Winter,No,35520.0,20432.67,2530.22,58482.89,No,2.8,Yes
WON100680,2026-01-20,Hyderabad,Friends Group,7,Regular,Website,None (Organic),0,Winter,No,8400.0,3319.51,485.44,12204.95,No,4.4,No
WON101110,2026-01-20,Bangalore,Friends Group,8,Regular,Travel Agent/OTA,Referral,0,Winter,No,9600.0,3708.69,1856.73,15165.42,Yes,2.3,No
WON100126,2026-01-21,Kochi,Family,4,Regular,Travel Agent/OTA,None (Organic),0,Winter,No,4800.0,1972.51,111.38,6883.89,No,4.1,No
WON101669,2026-01-21,Bangalore,Solo,1,Combo (Park+Resort),Travel Agent/OTA,None (Organic),0,Winter,No,3800.0,649.32,82.29,4531.61,No,2.7,Yes
WON101165,2026-01-21,Hyderabad,School/College Group,79,Regular,Mobile App,Email Campaign,15,Winter,No,80580.0,21879.98,0.0,102459.98,No,3.0,No
WON101480,2026-01-21,Kochi,Friends Group,6,Fast Track,Corporate Tie-up,Social Media Ad,15,Winter,No,11220.0,3480.85,822.55,15523.4,No,3.6,No
WON100906,2026-01-21,Bangalore,Corporate Group,41,Season Pass,Mobile App,Email Campaign,10,Winter,No,166050.0,14383.08,7892.47,188325.55,No,3.8,No
WON101870,2026-01-21,Bangalore,Friends Group,8,Regular,Website,Email Campaign,0,Winter,No,9600.0,2141.21,1716.86,13458.07,No,4.8,No
WON102736,2026-01-21,Kochi,Friends Group,6,Season Pass,Corporate Tie-up,Email Campaign,15,Winter,No,22950.0,2765.39,274.85,25990.24,No,4.2,No
WON101552,2026-01-22,Bangalore,Friends Group,7,Combo (Park+Resort),Walk-in,None (Organic),0,Winter,No,26600.0,3523.21,1407.51,31530.72,No,4.3,No
WON100989,2026-01-22,Kochi,Corporate Group,19,Regular,Travel Agent/OTA,None (Organic),0,Winter,No,22800.0,3926.75,2045.87,28772.62,No,3.4,No
WON102140,2026-01-22,Kochi,Corporate Group,16,Regular,Walk-in,Social Media Ad,0,Winter,No,19200.0,6171.25,2444.18,27815.43,No,3.1,No
WON102326,2026-01-23,Hyderabad,Family,3,Regular,Website,None (Organic),0,Winter,No,3600.0,996.23,404.8,5001.03,No,2.7,Yes
WON100769,2026-01-23,Bangalore,Family,4,Regular,Walk-in,Search/SEM,20,Winter,No,3840.0,1053.08,270.36,5163.44,No,3.8,No
WON102145,2026-01-23,Bangalore,Friends Group,4,Combo (Park+Resort),Website,None (Organic),0,Winter,No,15200.0,2043.59,552.43,17796.02,No,2.8,Yes
WON101564,2026-01-24,Kochi,Couple,2,Regular,Website,Email Campaign,15,Winter,Yes,2244.0,1243.03,191.37,3678.4,No,4.0,No
WON100292,2026-01-24,Kochi,Family,4,Combo (Park+Resort),Mobile App,Email Campaign,0,Winter,Yes,16720.0,1157.63,663.46,18541.09,No,3.0,No
WON102088,2026-01-24,Bangalore,Family,3,Fast Track,Website,None (Organic),0,Winter,Yes,7260.0,1315.26,539.86,9115.12,Yes,3.8,No
WON100507,2026-01-24,Bangalore,Family,5,Regular,Mobile App,Referral,0,Winter,Yes,6600.0,1634.42,1213.18,9447.6,Yes,3.3,No
WON102656,2026-01-24,Hyderabad,Couple,2,Regular,Travel Agent/OTA,Referral,0,Winter,Yes,2640.0,1086.12,205.89,3932.01,Yes,4.9,No
WON102380,2026-01-24,Bangalore,Corporate Group,37,Regular,Mobile App,Social Media Ad,15,Winter,Yes,41514.0,18588.9,3507.82,63610.72,No,3.1,No
WON102590,2026-01-24,Hyderabad,Friends Group,5,Season Pass,Mobile App,Social Media Ad,0,Winter,Yes,24750.0,2357.14,1647.61,28754.75,Yes,3.1,No
WON101683,2026-01-24,Bangalore,Family,3,Season Pass,Walk-in,Offline/Hoarding,15,Winter,Yes,12622.5,1529.75,548.09,14700.34,Yes,3.9,No
WON100437,2026-01-24,Kochi,Corporate Group,23,Regular,Mobile App,Referral,10,Winter,Yes,27324.0,9097.43,4506.24,40927.67,No,3.2,No
WON102324,2026-01-25,Kochi,Couple,2,Regular,Mobile App,None (Organic),0,Winter,Yes,2640.0,947.53,207.29,3794.82,No,3.7,No
WON101140,2026-01-25,Bangalore,Friends Group,9,Regular,Website,Referral,0,Winter,Yes,11880.0,4396.61,2124.23,18400.84,No,3.5,No
WON101937,2026-01-26,Kochi,Friends Group,6,Regular,Travel Agent/OTA,None (Organic),0,Winter,No,7200.0,1427.94,1381.68,10009.62,No,3.9,No
WON101647,2026-01-26,Bangalore,Friends Group,5,Fast Track,Website,Referral,15,Winter,No,9350.0,946.99,375.23,10672.22,No,2.6,Yes
WON101160,2026-01-26,Kochi,Couple,2,Regular,Website,Email Campaign,20,Winter,No,1920.0,557.69,242.67,2720.36,No,3.9,No
WON102153,2026-01-26,Hyderabad,Solo,1,Regular,Walk-in,Social Media Ad,15,Winter,No,1020.0,371.13,57.99,1449.12,No,3.9,No
WON102500,2026-01-27,Hyderabad,Corporate Group,36,Combo (Park+Resort),Mobile App,Search/SEM,15,Winter,No,116280.0,12650.97,6699.32,135630.29,No,3.9,No
WON102431,2026-01-27,Kochi,Family,6,Regular,Website,Offline/Hoarding,10,Winter,No,6480.0,2714.58,6.79,9201.37,No,3.6,No
WON100403,2026-01-27,Bangalore,Family,6,Regular,Travel Agent/OTA,Offline/Hoarding,0,Winter,No,7200.0,1547.53,2007.33,10754.86,No,3.3,No
WON102950,2026-01-27,Kochi,Friends Group,5,Combo (Park+Resort),Travel Agent/OTA,None (Organic),0,Winter,No,19000.0,1334.42,1042.16,21376.58,No,3.7,No
WON101740,2026-01-27,Bangalore,Friends Group,8,Season Pass,Website,Search/SEM,10,Winter,No,32400.0,2852.45,565.9,35818.35,No,4.4,No
WON100062,2026-01-28,Bangalore,Friends Group,8,Regular,Website,Social Media Ad,15,Winter,No,8160.0,2248.43,864.11,11272.54,Yes,3.6,No
WON102149,2026-01-28,Kochi,Family,3,Fast Track,Walk-in,None (Organic),0,Winter,No,6600.0,951.45,40.07,7591.52,No,2.6,Yes
WON101889,2026-01-28,Kochi,School/College Group,72,Fast Track,Walk-in,Referral,0,Winter,No,158400.0,31244.26,9594.27,199238.53,No,3.5,No
WON101395,2026-01-28,Bangalore,Family,4,Combo (Park+Resort),Travel Agent/OTA,Social Media Ad,0,Winter,No,15200.0,1478.45,1361.88,18040.33,No,4.5,No
WON101029,2026-01-28,Kochi,Family,6,Regular,Mobile App,None (Organic),0,Winter,No,7200.0,2336.04,0.0,9536.04,No,3.2,No
WON102531,2026-01-28,Kochi,Family,3,Fast Track,Website,None (Organic),0,Winter,No,6600.0,805.31,191.47,7596.78,No,2.5,Yes
WON100892,2026-01-29,Bangalore,Solo,1,Regular,Corporate Tie-up,Social Media Ad,20,Winter,No,960.0,393.95,227.79,1581.74,No,3.4,No
WON100943,2026-01-29,Kochi,Family,3,Fast Track,Mobile App,Social Media Ad,10,Winter,No,5940.0,1018.69,694.93,7653.62,No,3.3,No
WON102253,2026-01-29,Bangalore,Family,3,Season Pass,Corporate Tie-up,Email Campaign,25,Winter,No,10125.0,974.56,449.11,11548.67,Yes,3.3,No
WON102216,2026-01-29,Bangalore,Family,4,Regular,Travel Agent/OTA,Social Media Ad,10,Winter,No,4320.0,1699.99,493.12,6513.11,No,3.0,No
WON100716,2026-01-30,Kochi,Friends Group,6,Fast Track,Mobile App,Search/SEM,10,Winter,No,11880.0,2811.16,434.64,15125.8,No,3.3,No
WON102247,2026-01-30,Kochi,Family,6,Regular,Website,Social Media Ad,10,Winter,No,6480.0,2887.62,2385.52,11753.14,No,3.4,No
WON101971,2026-01-30,Bangalore,Family,4,Regular,Mobile App,Email Campaign,20,Winter,No,3840.0,1634.56,276.08,5750.64,No,3.9,No
WON100012,2026-01-31,Hyderabad,Couple,2,Regular,Website,None (Organic),0,Winter,Yes,2640.0,429.04,385.42,3454.46,No,2.9,Yes
WON101166,2026-01-31,Bangalore,Family,3,Combo (Park+Resort),Walk-in,Social Media Ad,10,Winter,Yes,11286.0,1211.74,256.41,12754.15,Yes,3.3,No
WON102443,2026-02-01,Kochi,Solo,1,Combo (Park+Resort),Website,Referral,0,Winter,Yes,4180.0,356.08,33.5,4569.58,Yes,3.9,No
WON102535,2026-02-01,Bangalore,Solo,1,Fast Track,Travel Agent/OTA,None (Organic),0,Winter,Yes,2420.0,419.82,2.14,2841.96,No,2.8,Yes
WON102889,2026-02-02,Kochi,Couple,2,Regular,Mobile App,Social Media Ad,20,Winter,No,1920.0,111.54,624.96,2656.5,Yes,3.1,No
WON102681,2026-02-02,Bangalore,Couple,2,Season Pass,Travel Agent/OTA,Social Media Ad,10,Winter,No,8100.0,645.62,84.47,8830.09,Yes,3.8,No
WON100165,2026-02-02,Kochi,Family,4,Season Pass,Corporate Tie-up,None (Organic),20,Winter,No,14400.0,1066.65,499.28,15965.93,Yes,4.5,No
WON100314,2026-02-02,Hyderabad,Couple,2,Regular,Walk-in,Email Campaign,10,Winter,No,2160.0,577.57,445.9,3183.47,No,4.8,No
WON101664,2026-02-02,Hyderabad,Friends Group,8,Combo (Park+Resort),Corporate Tie-up,Social Media Ad,25,Winter,No,22800.0,1532.36,2029.66,26362.02,No,2.7,Yes
WON100931,2026-02-02,Bangalore,Couple,2,Regular,Mobile App,Search/SEM,15,Winter,No,2040.0,688.58,74.07,2802.65,No,3.6,No
WON101151,2026-02-03,Bangalore,Friends Group,9,Combo (Park+Resort),Walk-in,Offline/Hoarding,10,Winter,No,30780.0,3291.65,1202.72,35274.37,No,4.0,No
WON102175,2026-02-03,Bangalore,Family,6,Fast Track,Website,None (Organic),0,Winter,No,13200.0,2589.73,1185.65,16975.38,No,3.1,No
WON101447,2026-02-04,Kochi,Couple,2,Regular,Walk-in,None (Organic),0,Winter,No,2400.0,576.48,149.88,3126.36,No,4.3,No
WON100524,2026-02-04,Kochi,School/College Group,78,Regular,Website,Social Media Ad,0,Winter,No,93600.0,24984.94,14299.2,132884.14,No,3.9,No
WON100811,2026-02-05,Hyderabad,Family,4,Regular,Mobile App,Email Campaign,15,Winter,No,4080.0,2565.89,612.96,7258.85,No,3.4,No
WON102976,2026-02-05,Kochi,Corporate Group,20,Fast Track,Mobile App,None (Organic),0,Winter,No,44000.0,4909.73,318.93,49228.66,No,3.1,No
WON101962,2026-02-05,Bangalore,Couple,2,Fast Track,Website,Email Campaign,0,Winter,No,4400.0,808.67,383.67,5592.34,Yes,3.4,No
WON101558,2026-02-05,Hyderabad,Corporate Group,37,Fast Track,Website,Referral,10,Winter,No,73260.0,1911.42,9694.21,84865.63,No,3.6,No
WON102610,2026-02-05,Kochi,Friends Group,4,Fast Track,Walk-in,None (Organic),0,Winter,No,8800.0,1864.66,636.39,11301.05,No,4.5,No
WON101873,2026-02-06,Bangalore,Family,5,Combo (Park+Resort),Website,None (Organic),0,Winter,No,19000.0,248.32,661.16,19909.48,No,1.9,Yes
WON101779,2026-02-06,Hyderabad,Corporate Group,47,Combo (Park+Resort),Walk-in,None (Organic),0,Winter,No,178600.0,14125.52,5131.87,197857.39,No,3.2,No
WON101641,2026-02-07,Kochi,Friends Group,5,Regular,Website,None (Organic),0,Winter,Yes,6600.0,1639.33,1471.83,9711.16,No,3.8,No
WON102618,2026-02-07,Kochi,Couple,2,Combo (Park+Resort),Mobile App,Email Campaign,0,Winter,Yes,8360.0,933.86,847.29,10141.15,No,3.4,No
WON101979,2026-02-07,Hyderabad,Couple,2,Season Pass,Website,Offline/Hoarding,15,Winter,Yes,8415.0,1494.1,771.01,10680.11,No,3.9,No
WON100523,2026-02-07,Kochi,Couple,2,Season Pass,Walk-in,Referral,15,Winter,Yes,8415.0,1159.12,32.04,9606.16,No,4.4,No
WON101858,2026-02-07,Kochi,Friends Group,4,Regular,Mobile App,None (Organic),0,Winter,Yes,5280.0,1470.93,373.36,7124.29,Yes,3.1,No
WON101638,2026-02-07,Kochi,Family,3,Regular,Website,Offline/Hoarding,10,Winter,Yes,3564.0,859.63,918.12,5341.75,No,3.4,No
WON102163,2026-02-07,Bangalore,Friends Group,7,Regular,Website,Search/SEM,10,Winter,Yes,8316.0,2848.93,988.47,12153.4,No,3.5,No
WON100725,2026-02-07,Bangalore,Friends Group,8,Fast Track,Website,Email Campaign,15,Winter,Yes,16456.0,3482.52,1509.67,21448.19,No,2.2,Yes
WON102781,2026-02-08,Bangalore,Family,5,Fast Track,Walk-in,Social Media Ad,0,Winter,Yes,12100.0,1956.02,2111.74,16167.76,No,3.8,No
WON101027,2026-02-09,Bangalore,School/College Group,41,Regular,Travel Agent/OTA,Search/SEM,0,Winter,No,49200.0,17049.05,8202.66,74451.71,No,2.5,Yes
WON101761,2026-02-09,Bangalore,Family,4,Combo (Park+Resort),Website,None (Organic),0,Winter,No,15200.0,942.14,593.05,16735.19,No,3.3,No
WON101406,2026-02-09,Kochi,Couple,2,Season Pass,Website,None (Organic),0,Winter,No,9000.0,794.41,263.89,10058.3,Yes,3.6,No
WON101243,2026-02-09,Kochi,School/College Group,33,Regular,Website,None (Organic),0,Winter,No,39600.0,7063.81,2286.53,48950.34,No,3.8,No
WON100376,2026-02-09,Hyderabad,Corporate Group,57,Regular,Mobile App,Email Campaign,15,Winter,No,58140.0,16832.02,11827.05,86799.07,No,3.8,No
WON101853,2026-02-10,Kochi,Friends Group,7,Combo (Park+Resort),Website,None (Organic),0,Winter,No,26600.0,3215.01,1633.19,31448.2,Yes,3.4,No
WON102542,2026-02-10,Kochi,Friends Group,4,Regular,Travel Agent/OTA,None (Organic),0,Winter,No,4800.0,1061.12,953.98,6815.1,No,3.6,No
WON100771,2026-02-10,Bangalore,Family,5,Regular,Travel Agent/OTA,Social Media Ad,0,Winter,No,6000.0,1616.59,1460.49,9077.08,No,3.2,No
WON102371,2026-02-10,Bangalore,Friends Group,9,Combo (Park+Resort),Mobile App,Search/SEM,15,Winter,No,29070.0,3181.84,2057.47,34309.31,No,2.7,Yes
WON102508,2026-02-11,Hyderabad,Family,5,Regular,Mobile App,Offline/Hoarding,20,Winter,No,4800.0,2079.41,1202.36,8081.77,No,4.6,No
WON102718,2026-02-11,Hyderabad,Corporate Group,54,Regular,Corporate Tie-up,None (Organic),20,Winter,No,51840.0,19519.9,6698.88,78058.78,No,4.0,No
WON102825,2026-02-12,Bangalore,Family,6,Fast Track,Website,Email Campaign,10,Winter,No,11880.0,1274.11,0.0,13154.11,No,4.4,No
WON102917,2026-02-12,Bangalore,Couple,2,Regular,Website,None (Organic),0,Winter,No,2400.0,770.16,426.36,3596.52,Yes,4.4,No
WON101007,2026-02-13,Bangalore,Family,3,Regular,Website,Social Media Ad,0,Winter,No,3600.0,1030.16,690.77,5320.93,No,2.6,Yes
WON102054,2026-02-13,Kochi,Family,4,Fast Track,Walk-in,Email Campaign,0,Winter,No,8800.0,1773.31,1057.28,11630.59,No,3.4,No
WON100219,2026-02-13,Bangalore,School/College Group,63,Season Pass,Website,Social Media Ad,15,Winter,No,240975.0,35813.31,4394.71,281183.02,Yes,3.3,No
WON102657,2026-02-13,Hyderabad,Couple,2,Regular,Walk-in,None (Organic),0,Winter,No,2400.0,967.89,272.6,3640.49,No,3.1,No
WON100536,2026-02-13,Bangalore,Family,3,Regular,Mobile App,Email Campaign,15,Winter,No,3060.0,729.04,541.55,4330.59,No,3.5,No
WON102314,2026-02-13,Bangalore,Couple,2,Regular,Corporate Tie-up,Email Campaign,20,Winter,No,1920.0,871.05,343.7,3134.75,No,4.4,No
WON100252,2026-02-14,Bangalore,Couple,2,Regular,Corporate Tie-up,Social Media Ad,25,Winter,Yes,1980.0,1209.23,361.05,3550.28,No,2.7,Yes
WON101148,2026-02-14,Kochi,School/College Group,51,Regular,Website,Social Media Ad,10,Winter,Yes,60588.0,11870.42,16550.03,89008.45,No,3.0,No
WON102040,2026-02-14,Kochi,Family,6,Season Pass,Website,Referral,0,Winter,Yes,29700.0,3901.09,2534.6,36135.69,No,3.6,No
WON101665,2026-02-14,Kochi,School/College Group,72,Season Pass,Corporate Tie-up,None (Organic),20,Winter,Yes,285120.0,27123.64,16155.52,328399.16,Yes,3.2,No
WON101136,2026-02-14,Kochi,Family,5,Regular,Corporate Tie-up,Referral,20,Winter,Yes,5280.0,2206.81,486.13,7972.94,No,2.3,Yes
WON102233,2026-02-15,Bangalore,Family,6,Fast Track,Mobile App,Offline/Hoarding,0,Winter,Yes,14520.0,1046.73,1947.74,17514.47,No,3.2,No
WON100475,2026-02-15,Kochi,Solo,1,Regular,Corporate Tie-up,Search/SEM,20,Winter,Yes,1056.0,436.62,0.0,1492.62,No,2.7,Yes
WON100551,2026-02-15,Bangalore,Friends Group,6,Regular,Website,None (Organic),0,Winter,Yes,7920.0,1644.11,377.39,9941.5,No,4.5,No
WON100249,2026-02-16,Kochi,Family,4,Regular,Website,Social Media Ad,0,Winter,No,4800.0,2261.65,714.63,7776.28,No,4.2,No
WON102506,2026-02-16,Bangalore,Couple,2,Regular,Walk-in,Offline/Hoarding,10,Winter,No,2160.0,498.15,489.55,3147.7,Yes,4.4,No
WON102784,2026-02-16,Kochi,School/College Group,48,Regular,Website,Social Media Ad,10,Winter,No,51840.0,18066.14,10030.1,79936.24,No,3.6,No
WON101372,2026-02-17,Kochi,Family,4,Fast Track,Walk-in,Social Media Ad,0,Winter,No,8800.0,1224.99,1104.95,11129.94,No,3.1,No
WON102881,2026-02-17,Bangalore,Friends Group,6,Regular,Walk-in,Search/SEM,10,Winter,No,6480.0,1628.15,1772.95,9881.1,No,3.9,No
WON102173,2026-02-18,Bangalore,Friends Group,9,Combo (Park+Resort),Travel Agent/OTA,Social Media Ad,0,Winter,No,34200.0,3182.17,1303.08,38685.25,No,2.8,Yes
WON100351,2026-02-18,Kochi,Family,6,Regular,Walk-in,Search/SEM,15,Winter,No,6120.0,1526.83,1539.46,9186.29,No,3.3,No
WON100891,2026-02-18,Kochi,Corporate Group,27,Fast Track,Mobile App,Search/SEM,0,Winter,No,59400.0,5425.36,2449.44,67274.8,No,3.6,No
WON100336,2026-02-18,Hyderabad,Couple,2,Regular,Mobile App,Social Media Ad,0,Winter,No,2400.0,893.35,221.43,3514.78,No,2.7,Yes
WON102244,2026-02-18,Kochi,Solo,1,Regular,Walk-in,None (Organic),0,Winter,No,1200.0,239.37,74.11,1513.48,No,3.2,No
WON102106,2026-02-19,Kochi,Family,5,Regular,Mobile App,Email Campaign,0,Winter,No,6000.0,2436.09,193.85,8629.94,No,2.9,Yes
WON102964,2026-02-19,Bangalore,Corporate Group,39,Fast Track,Corporate Tie-up,Offline/Hoarding,20,Winter,No,68640.0,16421.63,5157.85,90219.48,Yes,2.3,No
WON102381,2026-02-19,Bangalore,Friends Group,5,Combo (Park+Resort),Travel Agent/OTA,None (Organic),0,Winter,No,19000.0,1857.37,1339.55,22196.92,No,4.2,No
WON102139,2026-02-20,Bangalore,School/College Group,62,Regular,Walk-in,Email Campaign,10,Winter,No,66960.0,36302.22,371.93,103634.15,No,3.8,No
WON102207,2026-02-20,Kochi,Corporate Group,56,Combo (Park+Resort),Mobile App,Referral,0,Winter,No,212800.0,15577.29,4986.95,233364.24,No,3.6,No
WON102836,2026-02-20,Kochi,Family,5,Regular,Website,Referral,20,Winter,No,4800.0,2231.53,433.68,7465.21,No,2.9,Yes
WON100396,2026-02-20,Kochi,School/College Group,45,Regular,Website,Search/SEM,20,Winter,No,43200.0,12968.08,6180.66,62348.74,No,2.8,Yes
WON100127,2026-02-22,Bangalore,Friends Group,6,Fast Track,Walk-in,Email Campaign,20,Winter,Yes,11616.0,1972.4,1223.49,14811.89,No,3.9,No
WON102044,2026-02-22,Bangalore,Corporate Group,25,Regular,Walk-in,None (Organic),0,Winter,Yes,33000.0,17350.32,402.3,50752.62,No,3.6,No
WON101271,2026-02-22,Hyderabad,Couple,2,Regular,Website,Referral,10,Winter,Yes,2376.0,373.52,0.0,2749.52,Yes,3.6,No
WON101026,2026-02-23,Bangalore,Family,4,Regular,Walk-in,None (Organic),0,Winter,No,4800.0,1287.91,648.33,6736.24,No,3.3,No
WON100868,2026-02-23,Bangalore,Corporate Group,21,Regular,Walk-in,Search/SEM,0,Winter,No,25200.0,5937.4,2036.14,33173.54,No,3.8,No
WON101685,2026-02-23,Hyderabad,Family,4,Regular,Walk-in,None (Organic),0,Winter,No,4800.0,253.33,719.49,5772.82,No,3.5,No
WON100574,2026-02-23,Kochi,Family,5,Regular,Mobile App,None (Organic),0,Winter,No,6000.0,2132.49,671.08,8803.57,No,4.3,No
WON101852,2026-02-23,Kochi,Solo,1,Regular,Website,Referral,10,Winter,No,1080.0,300.23,191.77,1572.0,No,2.5,Yes
WON102957,2026-02-23,Bangalore,Family,4,Regular,Travel Agent/OTA,Search/SEM,15,Winter,No,4080.0,849.44,298.27,5227.71,No,3.5,No
WON101122,2026-02-23,Hyderabad,Corporate Group,34,Regular,Walk-in,Referral,10,Winter,No,36720.0,12853.62,5441.06,55014.68,Yes,3.9,No
WON102989,2026-02-24,Hyderabad,Couple,2,Regular,Travel Agent/OTA,None (Organic),0,Winter,No,2400.0,621.44,488.13,3509.57,No,3.7,No
WON101499,2026-02-24,Bangalore,School/College Group,24,Fast Track,Website,Social Media Ad,10,Winter,No,47520.0,7800.07,5365.33,60685.4,No,2.9,Yes
WON101573,2026-02-24,Hyderabad,School/College Group,70,Regular,Travel Agent/OTA,Search/SEM,10,Winter,No,75600.0,38870.79,16775.23,131246.02,No,4.0,No
WON100080,2026-02-24,Bangalore,Couple,2,Regular,Website,None (Organic),0,Winter,No,2400.0,686.8,206.84,3293.64,No,4.3,No
WON102487,2026-02-25,Hyderabad,Family,6,Regular,Website,None (Organic),0,Winter,No,7200.0,2135.78,1486.82,10822.6,No,3.0,No
WON101236,2026-02-25,Bangalore,Friends Group,4,Fast Track,Travel Agent/OTA,Social Media Ad,0,Winter,No,8800.0,1769.21,763.58,11332.79,No,4.2,No
WON102197,2026-02-25,Bangalore,School/College Group,39,Fast Track,Corporate Tie-up,None (Organic),25,Winter,No,64350.0,17427.04,0.0,81777.04,No,3.7,No
WON102497,2026-02-26,Hyderabad,Couple,2,Fast Track,Travel Agent/OTA,Search/SEM,15,Winter,No,3740.0,423.13,145.55,4308.68,No,4.8,No
WON100529,2026-02-26,Hyderabad,Couple,2,Combo (Park+Resort),Corporate Tie-up,None (Organic),20,Winter,No,6080.0,911.95,478.27,7470.22,No,3.5,No
WON100679,2026-02-26,Kochi,Couple,2,Season Pass,Website,None (Organic),0,Winter,No,9000.0,910.19,95.59,10005.78,No,3.3,No
WON102995,2026-02-26,Bangalore,Couple,2,Regular,Mobile App,Social Media Ad,10,Winter,No,2160.0,289.77,525.92,2975.69,Yes,3.8,No
WON102860,2026-02-27,Kochi,Friends Group,5,Season Pass,Walk-in,Referral,20,Winter,No,18000.0,1257.46,599.31,19856.77,Yes,3.3,No
WON100513,2026-02-27,Bangalore,Family,5,Combo (Park+Resort),Mobile App,Email Campaign,10,Winter,No,17100.0,2220.31,1409.65,20729.96,No,2.6,Yes
WON100007,2026-02-27,Kochi,School/College Group,36,Regular,Walk-in,Offline/Hoarding,10,Winter,No,38880.0,11896.36,2396.29,53172.65,No,4.3,No
WON101429,2026-02-28,Kochi,Family,6,Fast Track,Travel Agent/OTA,None (Organic),0,Winter,Yes,14520.0,2422.78,285.79,17228.57,No,3.9,No
WON101350,2026-02-28,Hyderabad,Family,6,Season Pass,Website,None (Organic),0,Winter,Yes,29700.0,1921.77,1661.58,33283.35,Yes,4.1,No
